mode,affinity,rmsd_lb,rmsd_ub,filename
2,-6.7,3.056,5.484,CHEMBL244756.txt
3,-6.6,3.944,5.255,CHEMBL244756.txt
4,-6.6,3.14,4.834,CHEMBL244756.txt
5,-6.5,0.846,2.841,CHEMBL244756.txt
6,-6.5,3.31,4.76,CHEMBL244756.txt
7,-6.5,2.8280000000000003,4.587,CHEMBL244756.txt
8,-6.5,1.795,2.544,CHEMBL244756.txt
9,-6.5,1.8940000000000001,3.315,CHEMBL244756.txt
1,-9.1,0.0,0.0,CHEMBL243398.txt
2,-8.6,2.654,8.264,CHEMBL243398.txt
3,-8.6,1.318,2.36,CHEMBL243398.txt
4,-8.5,2.1830000000000003,7.997000000000001,CHEMBL243398.txt
5,-8.5,2.369,8.32,CHEMBL243398.txt
6,-8.3,2.344,6.9510000000000005,CHEMBL243398.txt
7,-8.3,2.544,5.997000000000001,CHEMBL243398.txt
8,-8.3,2.946,6.667000000000001,CHEMBL243398.txt
9,-8.3,1.7009999999999998,3.9530000000000003,CHEMBL243398.txt
1,-8.9,0.0,0.0,CHEMBL242737.txt
2,-8.9,4.566,11.841,CHEMBL242737.txt
3,-8.8,1.525,1.8459999999999999,CHEMBL242737.txt
4,-8.8,4.53,11.602,CHEMBL242737.txt
5,-8.7,5.792000000000001,13.13,CHEMBL242737.txt
6,-8.6,4.792,11.454,CHEMBL242737.txt
7,-8.6,1.692,2.7089999999999996,CHEMBL242737.txt
8,-8.5,2.716,3.947,CHEMBL242737.txt
9,-8.5,1.615,2.673,CHEMBL242737.txt
1,-9.6,0.0,0.0,CHEMBL248554.txt
2,-8.6,2.059,2.575,CHEMBL248554.txt
3,-8.5,25.009,27.555999999999997,CHEMBL248554.txt
4,-8.2,3.609,8.609,CHEMBL248554.txt
5,-8.2,2.932,3.969,CHEMBL248554.txt
6,-7.9,9.267000000000001,11.72,CHEMBL248554.txt
7,-7.9,3.588,8.527999999999999,CHEMBL248554.txt
8,-7.9,3.111,4.756,CHEMBL248554.txt
9,-7.9,7.486000000000001,10.43,CHEMBL248554.txt
1,-8.4,0.0,0.0,CHEMBL243818.txt
2,-8.4,3.1919999999999997,6.965,CHEMBL243818.txt
3,-8.4,3.197,6.912000000000001,CHEMBL243818.txt
4,-8.4,3.161,6.757999999999999,CHEMBL243818.txt
5,-8.3,2.138,3.4019999999999997,CHEMBL243818.txt
6,-8.1,3.487,7.827000000000001,CHEMBL243818.txt
7,-8.1,2.886,6.652,CHEMBL243818.txt
8,-8.0,3.002,6.4239999999999995,CHEMBL243818.txt
9,-8.0,3.032,6.391,CHEMBL243818.txt
1,-11.5,0.0,0.0,CHEMBL242521.txt
2,-11.1,3.665,5.289,CHEMBL242521.txt
3,-11.0,2.873,5.12,CHEMBL242521.txt
4,-10.9,2.806,4.908,CHEMBL242521.txt
5,-10.6,2.391,4.1339999999999995,CHEMBL242521.txt
6,-10.4,2.294,7.936,CHEMBL242521.txt
7,-10.4,3.0789999999999997,5.632000000000001,CHEMBL242521.txt
8,-10.4,2.333,8.264,CHEMBL242521.txt
9,-10.1,2.465,8.499,CHEMBL242521.txt
1,-9.4,0.0,0.0,CHEMBL247459.txt
2,-9.1,2.39,5.34,CHEMBL247459.txt
3,-8.9,1.17,1.435,CHEMBL247459.txt
4,-8.7,1.014,1.3659999999999999,CHEMBL247459.txt
5,-8.4,1.946,2.42,CHEMBL247459.txt
6,-8.3,3.156,4.081,CHEMBL247459.txt
7,-8.3,2.509,3.1069999999999998,CHEMBL247459.txt
8,-8.3,2.739,3.713,CHEMBL247459.txt
9,-8.2,2.519,3.5610000000000004,CHEMBL247459.txt
1,-10.4,0.0,0.0,CHEMBL242535.txt
2,-9.2,3.053,6.566,CHEMBL242535.txt
3,-9.0,1.464,2.095,CHEMBL242535.txt
4,-8.9,3.36,6.6339999999999995,CHEMBL242535.txt
5,-8.8,2.998,7.364,CHEMBL242535.txt
6,-8.5,2.7310000000000003,7.127999999999999,CHEMBL242535.txt
7,-8.5,2.963,7.081,CHEMBL242535.txt
8,-8.4,4.888,8.967,CHEMBL242535.txt
9,-8.4,3.181,6.688,CHEMBL242535.txt
1,-8.3,0.0,0.0,CHEMBL248756.txt
2,-7.9,2.9530000000000003,5.245,CHEMBL248756.txt
3,-7.8,2.294,4.342,CHEMBL248756.txt
4,-7.7,3.142,5.255,CHEMBL248756.txt
5,-7.7,5.162000000000001,7.195,CHEMBL248756.txt
6,-7.7,2.818,4.99,CHEMBL248756.txt
7,-7.7,4.375,6.53,CHEMBL248756.txt
8,-7.7,4.187,7.3229999999999995,CHEMBL248756.txt
9,-7.6,2.333,5.0489999999999995,CHEMBL248756.txt
1,-8.3,0.0,0.0,CHEMBL248757.txt
2,-8.2,2.8789999999999996,5.092,CHEMBL248757.txt
3,-8.0,3.0780000000000003,5.272,CHEMBL248757.txt
4,-8.0,2.6430000000000002,4.776,CHEMBL248757.txt
5,-8.0,2.2569999999999997,4.301,CHEMBL248757.txt
6,-7.9,2.636,4.815,CHEMBL248757.txt
7,-7.8,4.57,6.922999999999999,CHEMBL248757.txt
8,-7.8,4.934,6.843,CHEMBL248757.txt
9,-7.8,3.1630000000000003,5.434,CHEMBL248757.txt
1,-8.6,0.0,0.0,CHEMBL243819.txt
2,-8.6,1.922,2.903,CHEMBL243819.txt
3,-8.5,2.142,3.1210000000000004,CHEMBL243819.txt
4,-8.5,1.022,1.739,CHEMBL243819.txt
5,-8.4,3.5180000000000002,8.673,CHEMBL243819.txt
6,-8.2,2.03,2.9,CHEMBL243819.txt
7,-8.2,4.0169999999999995,9.578,CHEMBL243819.txt
8,-8.2,2.842,4.002,CHEMBL243819.txt
9,-8.1,3.681,7.773,CHEMBL243819.txt
1,-8.7,0.0,0.0,CHEMBL248555.txt
2,-8.4,2.7110000000000003,9.829,CHEMBL248555.txt
3,-8.4,2.185,3.64,CHEMBL248555.txt
4,-8.4,1.663,2.877,CHEMBL248555.txt
5,-8.3,2.6310000000000002,9.925,CHEMBL248555.txt
6,-8.2,2.903,10.762,CHEMBL248555.txt
7,-8.1,2.8,10.525,CHEMBL248555.txt
8,-8.0,2.491,3.9960000000000004,CHEMBL248555.txt
9,-8.0,2.093,2.6069999999999998,CHEMBL248555.txt
1,-8.3,0.0,0.0,CHEMBL242736.txt
2,-8.3,3.9130000000000003,9.512,CHEMBL242736.txt
3,-8.2,0.9359999999999999,2.206,CHEMBL242736.txt
4,-8.0,3.782,5.79,CHEMBL242736.txt
5,-8.0,4.9,9.402000000000001,CHEMBL242736.txt
6,-7.9,15.724,17.835,CHEMBL242736.txt
7,-7.8,4.555,8.443999999999999,CHEMBL242736.txt
8,-7.7,5.022,9.816,CHEMBL242736.txt
9,-7.7,3.693,5.973,CHEMBL242736.txt
1,-8.4,0.0,0.0,CHEMBL244353.txt
2,-8.2,1.431,2.866,CHEMBL244353.txt
3,-8.1,2.392,3.844,CHEMBL244353.txt
4,-7.9,1.886,3.0010000000000003,CHEMBL244353.txt
5,-7.8,2.269,3.972,CHEMBL244353.txt
6,-7.8,3.608,5.977,CHEMBL244353.txt
7,-7.8,1.6569999999999998,3.176,CHEMBL244353.txt
8,-7.7,2.813,8.28,CHEMBL244353.txt
9,-7.7,3.284,8.448,CHEMBL244353.txt
1,-9.3,0.0,0.0,CHEMBL243399.txt
2,-9.1,1.239,1.547,CHEMBL243399.txt
3,-8.8,1.298,2.153,CHEMBL243399.txt
4,-8.5,3.248,7.3839999999999995,CHEMBL243399.txt
5,-8.5,3.219,4.342,CHEMBL243399.txt
6,-8.4,3.072,6.854,CHEMBL243399.txt
7,-8.4,3.0660000000000003,5.995,CHEMBL243399.txt
8,-8.3,3.4410000000000003,6.629,CHEMBL243399.txt
9,-8.3,2.483,7.7379999999999995,CHEMBL243399.txt
1,-9.0,0.0,0.0,CHEMBL248190.txt
2,-8.8,24.918000000000003,27.531999999999996,CHEMBL248190.txt
3,-8.7,25.969,28.525,CHEMBL248190.txt
4,-8.4,25.586,28.026,CHEMBL248190.txt
5,-8.1,30.730999999999998,33.001,CHEMBL248190.txt
6,-7.8,25.371,26.846999999999998,CHEMBL248190.txt
7,-7.7,26.689,29.281999999999996,CHEMBL248190.txt
8,-7.6,26.326,28.775,CHEMBL248190.txt
9,-7.5,27.781,29.593000000000004,CHEMBL248190.txt
1,-10.2,0.0,0.0,CHEMBL242324.txt
2,-10.1,2.324,7.053,CHEMBL242324.txt
3,-9.9,2.36,7.077000000000001,CHEMBL242324.txt
4,-9.5,3.4330000000000003,7.928999999999999,CHEMBL242324.txt
5,-9.4,3.5060000000000002,7.236000000000001,CHEMBL242324.txt
6,-9.2,3.2689999999999997,7.281000000000001,CHEMBL242324.txt
7,-9.0,3.9219999999999997,7.058,CHEMBL242324.txt
8,-8.8,3.426,7.593,CHEMBL242324.txt
9,-8.2,3.136,6.436,CHEMBL242324.txt
1,-8.2,0.0,0.0,CHEMBL244231.txt
2,-7.9,1.4769999999999999,1.551,CHEMBL244231.txt
3,-7.8,2.454,5.934,CHEMBL244231.txt
4,-7.5,3.3169999999999997,6.194,CHEMBL244231.txt
5,-7.5,2.166,2.8819999999999997,CHEMBL244231.txt
6,-7.4,2.214,5.724,CHEMBL244231.txt
7,-7.2,2.365,5.926,CHEMBL244231.txt
8,-7.2,2.391,5.632000000000001,CHEMBL244231.txt
9,-7.1,3.344,7.08,CHEMBL244231.txt
1,-8.8,0.0,0.0,CHEMBL248225.txt
2,-8.5,3.641,7.119,CHEMBL248225.txt
3,-8.3,1.936,2.471,CHEMBL248225.txt
4,-7.9,1.6540000000000001,1.871,CHEMBL248225.txt
5,-7.7,3.6460000000000004,5.827000000000001,CHEMBL248225.txt
6,-7.6,5.242999999999999,8.392000000000001,CHEMBL248225.txt
7,-7.5,7.9479999999999995,10.849,CHEMBL248225.txt
8,-7.5,3.656,8.331,CHEMBL248225.txt
9,-7.4,1.982,2.766,CHEMBL248225.txt
1,-8.1,0.0,0.0,CHEMBL242536.txt
2,-7.9,1.83,2.872,CHEMBL242536.txt
3,-7.7,2.057,4.649,CHEMBL242536.txt
4,-7.6,1.057,1.187,CHEMBL242536.txt
5,-7.5,2.1180000000000003,4.738,CHEMBL242536.txt
6,-7.5,2.325,5.444,CHEMBL242536.txt
7,-7.4,2.8480000000000003,4.64,CHEMBL242536.txt
8,-7.4,2.8280000000000003,4.8580000000000005,CHEMBL242536.txt
9,-7.3,2.283,3.7760000000000002,CHEMBL242536.txt
1,-7.6,0.0,0.0,CHEMBL242522.txt
2,-7.5,16.506,18.101,CHEMBL242522.txt
3,-7.4,16.002,17.421,CHEMBL242522.txt
4,-7.4,15.741,17.349,CHEMBL242522.txt
5,-7.3,2.855,5.716,CHEMBL242522.txt
6,-7.2,16.695,18.146,CHEMBL242522.txt
7,-7.2,2.7460000000000004,5.517,CHEMBL242522.txt
8,-7.2,15.469000000000001,17.104,CHEMBL242522.txt
9,-7.1,16.622,18.064,CHEMBL242522.txt
1,-7.9,0.0,0.0,CHEMBL248755.txt
2,-7.5,2.6239999999999997,7.119,CHEMBL248755.txt
3,-7.4,2.968,7.779,CHEMBL248755.txt
4,-7.4,2.131,2.841,CHEMBL248755.txt
5,-7.4,3.4989999999999997,8.373,CHEMBL248755.txt
6,-7.2,1.2930000000000001,1.6880000000000002,CHEMBL248755.txt
7,-7.2,2.73,7.1339999999999995,CHEMBL248755.txt
8,-7.2,3.355,5.803,CHEMBL248755.txt
9,-7.1,2.833,7.733,CHEMBL248755.txt
1,-10.2,0.0,0.0,CHEMBL242523.txt
2,-9.9,0.67,1.594,CHEMBL242523.txt
3,-9.8,2.193,3.835,CHEMBL242523.txt
4,-9.7,1.945,3.736,CHEMBL242523.txt
5,-9.6,2.046,3.57,CHEMBL242523.txt
6,-8.8,4.805,9.156,CHEMBL242523.txt
7,-8.8,3.4210000000000003,8.439,CHEMBL242523.txt
8,-8.6,2.8560000000000003,7.733,CHEMBL242523.txt
9,-8.4,1.5430000000000001,7.031000000000001,CHEMBL242523.txt
1,-10.2,0.0,0.0,CHEMBL242537.txt
2,-10.0,2.0,3.2119999999999997,CHEMBL242537.txt
3,-9.8,1.6980000000000002,2.106,CHEMBL242537.txt
4,-9.7,1.885,3.37,CHEMBL242537.txt
5,-9.6,3.1060000000000003,5.297999999999999,CHEMBL242537.txt
6,-9.5,3.074,5.122999999999999,CHEMBL242537.txt
7,-8.7,3.032,7.709,CHEMBL242537.txt
8,-8.7,1.851,7.069,CHEMBL242537.txt
9,-8.6,2.884,7.356,CHEMBL242537.txt
1,-8.2,0.0,0.0,CHEMBL2442291.txt
2,-7.9,2.302,4.218,CHEMBL2442291.txt
3,-7.8,2.175,7.406000000000001,CHEMBL2442291.txt
4,-7.8,2.665,7.568,CHEMBL2442291.txt
5,-7.7,2.066,7.659,CHEMBL2442291.txt
6,-7.6,2.4730000000000003,8.43,CHEMBL2442291.txt
7,-7.6,2.265,3.693,CHEMBL2442291.txt
8,-7.6,2.285,4.035,CHEMBL2442291.txt
9,-7.6,2.5069999999999997,7.617999999999999,CHEMBL2442291.txt
1,-9.4,0.0,0.0,CHEMBL244378.txt
2,-9.4,1.047,1.371,CHEMBL244378.txt
3,-8.8,4.315,10.064,CHEMBL244378.txt
4,-8.7,4.306,9.84,CHEMBL244378.txt
5,-8.7,4.1739999999999995,9.498,CHEMBL244378.txt
6,-8.7,1.68,2.471,CHEMBL244378.txt
7,-8.6,4.374,10.442,CHEMBL244378.txt
8,-8.6,3.983,8.805,CHEMBL244378.txt
9,-8.5,3.9819999999999998,10.033999999999999,CHEMBL244378.txt
1,-7.7,0.0,0.0,CHEMBL242735.txt
2,-7.5,1.131,1.3030000000000002,CHEMBL242735.txt
3,-7.5,1.161,1.365,CHEMBL242735.txt
4,-7.4,1.9040000000000001,4.09,CHEMBL242735.txt
5,-7.4,4.288,8.847999999999999,CHEMBL242735.txt
6,-7.3,2.491,3.847,CHEMBL242735.txt
7,-7.3,1.819,3.025,CHEMBL242735.txt
8,-7.3,3.685,8.289,CHEMBL242735.txt
9,-7.3,2.574,3.266,CHEMBL242735.txt
1,-8.0,0.0,0.0,CHEMBL242325.txt
2,-7.9,3.161,11.923,CHEMBL242325.txt
3,-7.9,2.537,4.113,CHEMBL242325.txt
4,-7.8,3.196,12.152000000000001,CHEMBL242325.txt
5,-7.8,2.333,4.121,CHEMBL242325.txt
6,-7.7,2.248,2.807,CHEMBL242325.txt
7,-7.6,3.103,12.241,CHEMBL242325.txt
8,-7.5,2.944,12.265,CHEMBL242325.txt
9,-7.4,6.0520000000000005,14.505,CHEMBL242325.txt
1,-10.4,0.0,0.0,CHEMBL244973.txt
2,-9.0,3.31,5.435,CHEMBL244973.txt
3,-8.9,4.668,9.673,CHEMBL244973.txt
4,-8.7,3.2489999999999997,5.595,CHEMBL244973.txt
5,-8.7,17.908,21.021,CHEMBL244973.txt
6,-8.7,5.007,9.86,CHEMBL244973.txt
7,-8.6,15.737,19.322,CHEMBL244973.txt
8,-8.5,3.1260000000000003,5.7,CHEMBL244973.txt
9,-8.2,3.4419999999999997,6.439,CHEMBL244973.txt
1,-7.7,0.0,0.0,CHEMBL249076.txt
2,-7.5,19.338,21.378,CHEMBL249076.txt
3,-7.5,27.096,28.646,CHEMBL249076.txt
4,-7.4,25.377,27.508000000000003,CHEMBL249076.txt
5,-7.3,3.792,6.607,CHEMBL249076.txt
6,-7.3,2.188,3.658,CHEMBL249076.txt
7,-7.3,7.535,10.227,CHEMBL249076.txt
8,-7.2,3.574,7.182,CHEMBL249076.txt
9,-7.2,7.537000000000001,10.224,CHEMBL249076.txt
1,-9.3,0.0,0.0,CHEMBL247649.txt
2,-9.3,0.922,1.3090000000000002,CHEMBL247649.txt
3,-8.7,1.5019999999999998,1.945,CHEMBL247649.txt
4,-8.5,3.051,3.977,CHEMBL247649.txt
5,-8.3,2.521,3.642,CHEMBL247649.txt
6,-8.3,1.806,2.1959999999999997,CHEMBL247649.txt
7,-8.3,2.741,5.12,CHEMBL247649.txt
8,-8.2,3.8489999999999998,5.0280000000000005,CHEMBL247649.txt
9,-8.2,2.625,3.9589999999999996,CHEMBL247649.txt
1,-9.8,0.0,0.0,CHEMBL249116.txt
2,-9.4,3.552,6.547999999999999,CHEMBL249116.txt
3,-9.3,2.8089999999999997,5.421,CHEMBL249116.txt
4,-9.3,2.7030000000000003,4.51,CHEMBL249116.txt
5,-9.2,3.668,6.627000000000001,CHEMBL249116.txt
6,-9.2,3.242,6.575,CHEMBL249116.txt
7,-9.0,2.271,3.819,CHEMBL249116.txt
8,-8.9,3.014,5.921,CHEMBL249116.txt
9,-8.8,2.6630000000000003,5.19,CHEMBL249116.txt
1,-7.8,0.0,0.0,CHEMBL243188.txt
2,-7.7,0.7509999999999999,1.213,CHEMBL243188.txt
3,-7.7,1.7830000000000001,2.82,CHEMBL243188.txt
4,-7.6,2.19,5.575,CHEMBL243188.txt
5,-7.6,1.819,5.777,CHEMBL243188.txt
6,-7.6,3.3480000000000003,6.412999999999999,CHEMBL243188.txt
7,-7.5,14.312000000000001,16.332,CHEMBL243188.txt
8,-7.5,2.734,6.367000000000001,CHEMBL243188.txt
9,-7.5,1.774,5.68,CHEMBL243188.txt
1,-9.9,0.0,0.0,CHEMBL248036.txt
2,-9.4,3.173,6.369,CHEMBL248036.txt
3,-9.1,1.255,1.4569999999999999,CHEMBL248036.txt
4,-8.7,3.4539999999999997,6.662000000000001,CHEMBL248036.txt
5,-8.7,3.398,5.452999999999999,CHEMBL248036.txt
6,-8.7,2.763,4.7589999999999995,CHEMBL248036.txt
7,-8.6,4.148,7.845,CHEMBL248036.txt
8,-8.4,5.063,7.355,CHEMBL248036.txt
9,-8.4,4.906000000000001,7.595,CHEMBL248036.txt
1,-10.2,0.0,0.0,CHEMBL248988.txt
2,-9.9,3.487,6.551,CHEMBL248988.txt
3,-9.3,3.17,7.157,CHEMBL248988.txt
4,-8.8,3.9389999999999996,7.785,CHEMBL248988.txt
5,-8.5,2.6010000000000004,5.672000000000001,CHEMBL248988.txt
6,-8.5,2.717,6.827999999999999,CHEMBL248988.txt
7,-8.2,3.513,6.776,CHEMBL248988.txt
8,-8.2,4.659,7.414,CHEMBL248988.txt
9,-8.0,3.665,6.079,CHEMBL248988.txt
1,-7.6,0.0,0.0,CHEMBL244142.txt
2,-7.4,1.875,2.522,CHEMBL244142.txt
3,-7.4,2.3040000000000003,3.842,CHEMBL244142.txt
4,-7.4,3.767,7.316,CHEMBL244142.txt
5,-7.3,3.575,7.852,CHEMBL244142.txt
6,-7.3,2.478,4.1819999999999995,CHEMBL244142.txt
7,-7.3,4.28,6.5329999999999995,CHEMBL244142.txt
8,-7.3,3.7880000000000003,5.7620000000000005,CHEMBL244142.txt
9,-7.3,3.616,5.63,CHEMBL244142.txt
1,-9.1,0.0,0.0,CHEMBL248553.txt
2,-8.4,1.751,2.248,CHEMBL248553.txt
3,-8.3,1.43,1.659,CHEMBL248553.txt
4,-8.3,2.314,2.93,CHEMBL248553.txt
5,-8.3,3.176,4.856,CHEMBL248553.txt
6,-8.2,26.153000000000002,28.589000000000002,CHEMBL248553.txt
7,-8.1,1.317,1.733,CHEMBL248553.txt
8,-8.1,2.061,2.59,CHEMBL248553.txt
9,-8.1,2.608,9.147,CHEMBL248553.txt
1,-9.7,0.0,0.0,CHEMBL248584.txt
2,-9.0,3.013,3.485,CHEMBL248584.txt
3,-7.7,8.686,12.088,CHEMBL248584.txt
4,-7.5,7.975,11.841,CHEMBL248584.txt
5,-7.5,3.945,9.05,CHEMBL248584.txt
6,-7.4,26.146,29.641,CHEMBL248584.txt
7,-7.4,7.013999999999999,9.634,CHEMBL248584.txt
8,-7.4,6.483,9.454,CHEMBL248584.txt
9,-7.3,6.893,10.904000000000002,CHEMBL248584.txt
1,-9.4,0.0,0.0,CHEMBL249077.txt
2,-8.4,2.708,4.113,CHEMBL249077.txt
3,-8.3,3.8160000000000003,7.172999999999999,CHEMBL249077.txt
4,-8.3,3.236,7.457999999999999,CHEMBL249077.txt
5,-8.1,4.196000000000001,6.9639999999999995,CHEMBL249077.txt
6,-8.0,1.9909999999999999,3.9930000000000003,CHEMBL249077.txt
7,-7.9,3.549,6.039,CHEMBL249077.txt
8,-7.7,2.875,4.691,CHEMBL249077.txt
9,-7.5,3.0,4.96,CHEMBL249077.txt
1,-9.0,0.0,0.0,CHEMBL248396.txt
2,-8.6,6.354,8.783,CHEMBL248396.txt
3,-8.6,25.34,28.956999999999997,CHEMBL248396.txt
4,-8.6,3.15,5.45,CHEMBL248396.txt
5,-8.5,3.411,5.982,CHEMBL248396.txt
6,-8.3,4.961,7.721,CHEMBL248396.txt
7,-8.3,4.277,7.369,CHEMBL248396.txt
8,-8.2,7.7620000000000005,10.890999999999998,CHEMBL248396.txt
9,-8.1,4.0889999999999995,5.82,CHEMBL248396.txt
1,-11.6,0.0,0.0,CHEMBL246620.txt
2,-11.5,2.09,4.077,CHEMBL246620.txt
3,-11.4,2.17,4.265,CHEMBL246620.txt
4,-11.4,2.204,3.9389999999999996,CHEMBL246620.txt
5,-11.3,2.605,4.346,CHEMBL246620.txt
6,-11.1,2.082,3.085,CHEMBL246620.txt
7,-11.1,2.247,4.002,CHEMBL246620.txt
8,-11.1,3.265,5.396,CHEMBL246620.txt
9,-11.0,1.659,3.5410000000000004,CHEMBL246620.txt
1,-7.7,0.0,0.0,CHEMBL248194.txt
2,-7.7,10.447000000000001,13.322000000000001,CHEMBL248194.txt
3,-7.7,4.093,7.893,CHEMBL248194.txt
4,-7.7,3.571,7.278,CHEMBL248194.txt
5,-7.7,3.955,8.009,CHEMBL248194.txt
6,-7.6,1.525,1.6880000000000002,CHEMBL248194.txt
7,-7.5,24.929000000000002,28.428,CHEMBL248194.txt
8,-7.4,22.531,25.761999999999997,CHEMBL248194.txt
9,-7.4,3.147,6.9270000000000005,CHEMBL248194.txt
1,-9.4,0.0,0.0,CHEMBL248627.txt
2,-9.3,4.143,11.439,CHEMBL248627.txt
3,-8.7,3.8739999999999997,11.797,CHEMBL248627.txt
4,-8.7,6.771,13.86,CHEMBL248627.txt
5,-8.6,4.516,9.347999999999999,CHEMBL248627.txt
6,-8.6,3.605,10.975999999999999,CHEMBL248627.txt
7,-8.5,6.1370000000000005,9.937999999999999,CHEMBL248627.txt
8,-8.5,3.08,11.307,CHEMBL248627.txt
9,-8.4,5.814,8.547,CHEMBL248627.txt
1,-9.0,0.0,0.0,CHEMBL248394.txt
2,-8.8,2.963,8.804,CHEMBL248394.txt
3,-8.6,1.379,1.453,CHEMBL248394.txt
4,-8.3,2.496,9.032,CHEMBL248394.txt
5,-8.0,2.184,2.813,CHEMBL248394.txt
6,-8.0,2.545,9.232999999999999,CHEMBL248394.txt
7,-7.9,2.752,9.517000000000001,CHEMBL248394.txt
8,-7.9,3.97,8.86,CHEMBL248394.txt
9,-7.9,2.5340000000000003,8.793,CHEMBL248394.txt
1,-6.5,0.0,0.0,CHEMBL249075.txt
2,-6.4,8.023,9.311,CHEMBL249075.txt
3,-6.4,2.656,4.992,CHEMBL249075.txt
4,-6.4,19.829,22.259,CHEMBL249075.txt
5,-6.3,22.124000000000002,24.096999999999998,CHEMBL249075.txt
6,-6.3,22.645,24.573,CHEMBL249075.txt
7,-6.3,7.691,9.818,CHEMBL249075.txt
8,-6.2,7.747999999999999,10.335,CHEMBL249075.txt
9,-6.2,13.763,15.651,CHEMBL249075.txt
1,-7.7,0.0,0.0,CHEMBL249115.txt
2,-7.2,2.905,6.0,CHEMBL249115.txt
3,-7.0,2.805,5.73,CHEMBL249115.txt
4,-6.7,15.613,17.548,CHEMBL249115.txt
5,-6.7,26.238000000000003,28.362,CHEMBL249115.txt
6,-6.6,19.741,22.226999999999997,CHEMBL249115.txt
7,-6.6,3.923,6.142,CHEMBL249115.txt
8,-6.6,27.878,29.625999999999998,CHEMBL249115.txt
9,-6.6,14.931,17.48,CHEMBL249115.txt
1,-9.6,0.0,0.0,CHEMBL247460.txt
2,-9.4,0.84,1.24,CHEMBL247460.txt
3,-9.3,0.9690000000000001,1.025,CHEMBL247460.txt
4,-8.6,1.621,2.362,CHEMBL247460.txt
5,-8.2,3.2310000000000003,4.202,CHEMBL247460.txt
6,-8.1,2.465,3.88,CHEMBL247460.txt
7,-8.0,5.211,10.619000000000002,CHEMBL247460.txt
8,-8.0,3.074,4.504,CHEMBL247460.txt
9,-7.9,2.8989999999999996,8.269,CHEMBL247460.txt
1,-7.9,0.0,0.0,CHEMBL244141.txt
2,-7.7,0.389,1.051,CHEMBL244141.txt
3,-7.6,1.305,1.6680000000000001,CHEMBL244141.txt
4,-7.4,3.5389999999999997,8.443,CHEMBL244141.txt
5,-7.4,3.608,9.547,CHEMBL244141.txt
6,-7.3,2.12,2.9160000000000004,CHEMBL244141.txt
7,-7.3,1.663,2.3280000000000003,CHEMBL244141.txt
8,-7.2,1.469,1.9980000000000002,CHEMBL244141.txt
9,-7.1,2.511,3.3110000000000004,CHEMBL244141.txt
1,-8.0,0.0,0.0,CHEMBL244140.txt
2,-7.9,2.29,3.408,CHEMBL244140.txt
3,-7.9,3.3569999999999998,5.052,CHEMBL244140.txt
4,-7.8,3.923,8.936,CHEMBL244140.txt
5,-7.8,1.73,10.011000000000001,CHEMBL244140.txt
6,-7.7,3.786,6.124,CHEMBL244140.txt
7,-7.7,4.2,6.6160000000000005,CHEMBL244140.txt
8,-7.7,3.31,5.117,CHEMBL244140.txt
9,-7.7,3.7960000000000003,4.845,CHEMBL244140.txt
1,-9.2,0.0,0.0,CHEMBL248008.txt
2,-9.2,1.536,1.855,CHEMBL248008.txt
3,-8.9,1.5619999999999998,1.7690000000000001,CHEMBL248008.txt
4,-8.9,6.702999999999999,10.839,CHEMBL248008.txt
5,-8.6,3.698,4.305,CHEMBL248008.txt
6,-8.5,3.623,5.773,CHEMBL248008.txt
7,-8.5,4.854,10.309000000000001,CHEMBL248008.txt
8,-8.4,2.602,2.995,CHEMBL248008.txt
9,-7.9,6.715,9.894,CHEMBL248008.txt
1,-8.9,0.0,0.0,CHEMBL249114.txt
2,-8.2,3.418,7.143,CHEMBL249114.txt
3,-8.1,2.305,3.9339999999999997,CHEMBL249114.txt
4,-7.7,3.605,6.682,CHEMBL249114.txt
5,-7.6,2.3209999999999997,4.112,CHEMBL249114.txt
6,-7.3,3.6010000000000004,6.8870000000000005,CHEMBL249114.txt
7,-7.3,18.487000000000002,20.886999999999997,CHEMBL249114.txt
8,-7.0,3.85,5.725,CHEMBL249114.txt
9,-7.0,3.55,6.212000000000001,CHEMBL249114.txt
1,-8.5,0.0,0.0,CHEMBL248395.txt
2,-8.5,27.01,29.087,CHEMBL248395.txt
3,-8.5,3.08,3.91,CHEMBL248395.txt
4,-8.5,4.121,6.593,CHEMBL248395.txt
5,-8.4,2.861,4.1739999999999995,CHEMBL248395.txt
6,-8.4,1.433,1.963,CHEMBL248395.txt
7,-8.3,1.589,1.869,CHEMBL248395.txt
8,-8.0,8.612,10.677999999999999,CHEMBL248395.txt
9,-7.8,7.415,13.352,CHEMBL248395.txt
1,-8.8,0.0,0.0,CHEMBL248626.txt
2,-8.7,1.391,1.9809999999999999,CHEMBL248626.txt
3,-7.9,2.8339999999999996,4.112,CHEMBL248626.txt
4,-7.8,3.5039999999999996,9.234,CHEMBL248626.txt
5,-7.7,3.853,4.937,CHEMBL248626.txt
6,-7.6,3.37,4.715,CHEMBL248626.txt
7,-7.5,3.889,5.354,CHEMBL248626.txt
8,-7.5,3.7739999999999996,9.323,CHEMBL248626.txt
9,-7.4,26.351,30.766,CHEMBL248626.txt
1,-9.7,0.0,0.0,CHEMBL247646.txt
2,-9.6,1.722,4.947,CHEMBL247646.txt
3,-9.0,3.275,3.872,CHEMBL247646.txt
