mode,affinity,rmsd_lb,rmsd_ub,filename
4,-8.8,2.597,3.233,CHEMBL247646.txt
5,-8.8,3.4219999999999997,5.265,CHEMBL247646.txt
6,-8.6,3.1510000000000002,4.337,CHEMBL247646.txt
7,-8.5,1.4240000000000002,1.7830000000000001,CHEMBL247646.txt
8,-8.4,2.375,7.808,CHEMBL247646.txt
9,-8.4,3.221,4.26,CHEMBL247646.txt
1,-11.3,0.0,0.0,CHEMBL247652.txt
2,-10.9,2.122,3.7489999999999997,CHEMBL247652.txt
3,-10.9,1.197,1.405,CHEMBL247652.txt
4,-10.7,3.154,5.199,CHEMBL247652.txt
5,-10.6,2.911,8.525,CHEMBL247652.txt
6,-10.5,2.009,2.7460000000000004,CHEMBL247652.txt
7,-10.4,2.395,8.913,CHEMBL247652.txt
8,-10.4,2.27,3.6180000000000003,CHEMBL247652.txt
9,-10.3,2.491,3.2430000000000003,CHEMBL247652.txt
1,-6.8,0.0,0.0,CHEMBL248993.txt
2,-6.8,0.826,2.197,CHEMBL248993.txt
3,-6.6,16.248,17.891,CHEMBL248993.txt
4,-6.5,16.491,18.18,CHEMBL248993.txt
5,-6.4,16.195,17.756,CHEMBL248993.txt
6,-6.4,3.0269999999999997,5.684,CHEMBL248993.txt
7,-6.3,16.553,17.977999999999998,CHEMBL248993.txt
8,-6.3,16.635,17.971,CHEMBL248993.txt
9,-6.2,16.932000000000002,18.671,CHEMBL248993.txt
1,-9.9,0.0,0.0,CHEMBL249441.txt
2,-9.9,3.403,5.144,CHEMBL249441.txt
3,-9.6,2.266,7.184,CHEMBL249441.txt
4,-9.5,1.794,2.1919999999999997,CHEMBL249441.txt
5,-9.5,2.63,4.265,CHEMBL249441.txt
6,-9.5,3.418,5.827999999999999,CHEMBL249441.txt
7,-9.3,1.9769999999999999,6.815,CHEMBL249441.txt
8,-9.2,1.7530000000000001,6.57,CHEMBL249441.txt
9,-8.9,2.374,7.365,CHEMBL249441.txt
1,-8.5,0.0,0.0,CHEMBL248011.txt
2,-8.3,2.576,5.216,CHEMBL248011.txt
3,-8.3,2.401,6.67,CHEMBL248011.txt
4,-8.3,2.609,4.959,CHEMBL248011.txt
5,-8.2,2.6260000000000003,3.6180000000000003,CHEMBL248011.txt
6,-8.2,1.9409999999999998,2.647,CHEMBL248011.txt
7,-8.1,2.5669999999999997,6.841,CHEMBL248011.txt
8,-8.0,1.58,2.235,CHEMBL248011.txt
9,-8.0,2.635,3.77,CHEMBL248011.txt
1,-8.8,0.0,0.0,CHEMBL248005.txt
2,-8.7,3.1039999999999996,5.169,CHEMBL248005.txt
3,-8.6,2.986,4.84,CHEMBL248005.txt
4,-8.5,2.647,3.426,CHEMBL248005.txt
5,-8.5,2.345,6.376,CHEMBL248005.txt
6,-8.5,1.78,2.7680000000000002,CHEMBL248005.txt
7,-8.5,1.26,1.9280000000000002,CHEMBL248005.txt
8,-8.3,3.01,5.9910000000000005,CHEMBL248005.txt
9,-8.3,1.896,6.553999999999999,CHEMBL248005.txt
1,-8.3,0.0,0.0,CHEMBL248010.txt
2,-8.0,25.294,28.789,CHEMBL248010.txt
3,-8.0,2.383,4.535,CHEMBL248010.txt
4,-8.0,7.898,10.237,CHEMBL248010.txt
5,-7.8,10.187999999999999,13.489,CHEMBL248010.txt
6,-7.8,8.385,11.295,CHEMBL248010.txt
7,-7.7,2.827,5.113,CHEMBL248010.txt
8,-7.7,1.943,2.5860000000000003,CHEMBL248010.txt
9,-7.6,6.67,8.841000000000001,CHEMBL248010.txt
1,-8.4,0.0,0.0,CHEMBL248038.txt
2,-8.2,5.649,8.276,CHEMBL248038.txt
3,-8.0,4.159,7.314,CHEMBL248038.txt
4,-7.9,3.116,6.406000000000001,CHEMBL248038.txt
5,-7.8,1.9909999999999999,2.552,CHEMBL248038.txt
6,-7.7,4.955,7.39,CHEMBL248038.txt
7,-7.7,5.3420000000000005,8.692,CHEMBL248038.txt
8,-7.7,27.921,30.063000000000002,CHEMBL248038.txt
9,-7.7,2.665,3.895,CHEMBL248038.txt
1,-7.2,0.0,0.0,CHEMBL248992.txt
2,-7.0,1.171,1.255,CHEMBL248992.txt
3,-6.9,2.515,3.6180000000000003,CHEMBL248992.txt
4,-6.9,4.1160000000000005,5.225,CHEMBL248992.txt
5,-6.8,2.633,3.679,CHEMBL248992.txt
6,-6.8,2.804,4.42,CHEMBL248992.txt
7,-6.7,2.2159999999999997,3.0610000000000004,CHEMBL248992.txt
8,-6.7,1.395,2.738,CHEMBL248992.txt
9,-6.6,5.157,6.895,CHEMBL248992.txt
1,-8.4,0.0,0.0,CHEMBL248951.txt
2,-8.3,2.952,4.121,CHEMBL248951.txt
3,-8.3,2.197,3.247,CHEMBL248951.txt
4,-8.0,2.946,4.881,CHEMBL248951.txt
5,-8.0,3.022,5.841,CHEMBL248951.txt
6,-7.9,2.641,3.574,CHEMBL248951.txt
7,-7.9,3.531,7.096,CHEMBL248951.txt
8,-7.9,2.536,4.893,CHEMBL248951.txt
9,-7.9,5.325,7.877000000000001,CHEMBL248951.txt
1,-8.2,0.0,0.0,CHEMBL248212.txt
2,-8.1,1.138,1.325,CHEMBL248212.txt
3,-7.7,2.616,3.5869999999999997,CHEMBL248212.txt
4,-7.2,3.4,6.792999999999999,CHEMBL248212.txt
5,-6.8,3.852,6.882000000000001,CHEMBL248212.txt
6,-6.7,3.127,5.614,CHEMBL248212.txt
7,-6.7,19.647000000000002,22.217,CHEMBL248212.txt
8,-6.7,25.304000000000002,28.168000000000003,CHEMBL248212.txt
9,-6.7,11.774000000000001,15.452,CHEMBL248212.txt
1,-8.6,0.0,0.0,CHEMBL249044.txt
2,-8.0,2.366,3.032,CHEMBL249044.txt
3,-7.3,26.384,28.516,CHEMBL249044.txt
4,-7.3,2.948,4.788,CHEMBL249044.txt
5,-7.1,18.429000000000002,21.052,CHEMBL249044.txt
6,-7.1,4.393,7.722,CHEMBL249044.txt
7,-7.0,5.127000000000001,7.334,CHEMBL249044.txt
8,-7.0,7.678999999999999,10.091000000000001,CHEMBL249044.txt
9,-6.9,4.137,7.439,CHEMBL249044.txt
1,-9.0,0.0,0.0,CHEMBL248199.txt
2,-9.0,2.821,3.83,CHEMBL248199.txt
3,-8.9,2.49,3.377,CHEMBL248199.txt
4,-8.7,2.616,3.411,CHEMBL248199.txt
5,-8.7,1.893,2.444,CHEMBL248199.txt
6,-8.7,1.6680000000000001,1.819,CHEMBL248199.txt
7,-8.6,24.980999999999998,27.866,CHEMBL248199.txt
8,-8.5,7.697,11.182,CHEMBL248199.txt
9,-8.5,3.3139999999999996,5.26,CHEMBL248199.txt
1,-8.6,0.0,0.0,CHEMBL248628.txt
2,-8.4,1.501,2.1319999999999997,CHEMBL248628.txt
3,-7.9,5.072,9.597000000000001,CHEMBL248628.txt
4,-7.8,5.074,7.605,CHEMBL248628.txt
5,-7.7,4.7669999999999995,7.197,CHEMBL248628.txt
6,-7.6,4.935,7.403,CHEMBL248628.txt
7,-7.5,5.995,9.702,CHEMBL248628.txt
8,-7.5,5.1579999999999995,9.06,CHEMBL248628.txt
9,-7.4,3.412,11.616,CHEMBL248628.txt
1,-10.4,0.0,0.0,CHEMBL248953.txt
2,-9.6,1.203,1.781,CHEMBL248953.txt
3,-9.0,2.965,7.098,CHEMBL248953.txt
4,-9.0,2.943,7.032,CHEMBL248953.txt
5,-8.7,4.073,7.9639999999999995,CHEMBL248953.txt
6,-8.6,3.3739999999999997,5.903,CHEMBL248953.txt
7,-8.0,2.5980000000000003,5.877000000000001,CHEMBL248953.txt
8,-8.0,3.1839999999999997,5.297000000000001,CHEMBL248953.txt
9,-7.9,3.677,7.482,CHEMBL248953.txt
1,-9.8,0.0,0.0,CHEMBL249324.txt
2,-9.6,2.77,9.369,CHEMBL249324.txt
3,-9.6,3.158,9.758,CHEMBL249324.txt
4,-9.5,2.805,8.666,CHEMBL249324.txt
5,-9.4,2.8339999999999996,4.093999999999999,CHEMBL249324.txt
6,-9.4,2.6910000000000003,8.892000000000001,CHEMBL249324.txt
7,-9.3,2.8160000000000003,9.323,CHEMBL249324.txt
8,-9.3,3.545,9.841000000000001,CHEMBL249324.txt
9,-9.2,2.7030000000000003,3.925,CHEMBL249324.txt
1,-10.3,0.0,0.0,CHEMBL248012.txt
2,-9.1,4.166,8.297,CHEMBL248012.txt
3,-8.6,5.093,7.393,CHEMBL248012.txt
4,-8.6,1.653,2.039,CHEMBL248012.txt
5,-8.4,2.435,3.341,CHEMBL248012.txt
6,-8.3,3.403,5.505,CHEMBL248012.txt
7,-8.2,4.984,7.649,CHEMBL248012.txt
8,-8.0,4.694,7.162000000000001,CHEMBL248012.txt
9,-8.0,5.257999999999999,9.282,CHEMBL248012.txt
1,-9.8,0.0,0.0,CHEMBL248007.txt
2,-9.5,1.022,1.8630000000000002,CHEMBL248007.txt
3,-9.3,3.117,7.563,CHEMBL248007.txt
4,-9.3,2.517,4.711,CHEMBL248007.txt
5,-9.3,2.469,5.314,CHEMBL248007.txt
6,-9.0,2.799,6.805,CHEMBL248007.txt
7,-9.0,2.7739999999999996,6.922000000000001,CHEMBL248007.txt
8,-8.9,3.222,4.872,CHEMBL248007.txt
9,-8.9,2.65,4.666,CHEMBL248007.txt
1,-10.1,0.0,0.0,CHEMBL249443.txt
2,-9.7,3.4210000000000003,5.603,CHEMBL249443.txt
3,-9.7,2.693,4.104,CHEMBL249443.txt
4,-9.6,3.165,5.398,CHEMBL249443.txt
5,-9.2,3.6310000000000002,5.898,CHEMBL249443.txt
6,-9.2,2.522,3.915,CHEMBL249443.txt
7,-9.1,2.54,4.535,CHEMBL249443.txt
8,-9.0,1.8030000000000002,2.275,CHEMBL249443.txt
9,-8.7,2.392,7.079,CHEMBL249443.txt
1,-8.7,0.0,0.0,CHEMBL248952.txt
2,-8.4,16.934,19.76,CHEMBL248952.txt
3,-8.4,17.757,19.612000000000002,CHEMBL248952.txt
4,-8.4,3.623,7.056,CHEMBL248952.txt
5,-8.2,2.989,4.195,CHEMBL248952.txt
6,-8.1,17.458,19.607,CHEMBL248952.txt
7,-7.8,17.053,19.628,CHEMBL248952.txt
8,-7.7,3.562,5.42,CHEMBL248952.txt
9,-7.7,3.525,5.397,CHEMBL248952.txt
1,-9.3,0.0,0.0,CHEMBL248198.txt
2,-8.8,8.802999999999999,12.751,CHEMBL248198.txt
3,-8.6,26.197,28.381999999999998,CHEMBL248198.txt
4,-8.5,1.935,2.467,CHEMBL248198.txt
5,-8.5,2.637,3.5780000000000003,CHEMBL248198.txt
6,-8.4,2.144,2.612,CHEMBL248198.txt
7,-8.3,2.296,3.115,CHEMBL248198.txt
8,-8.3,2.844,3.565,CHEMBL248198.txt
9,-8.2,2.553,3.53,CHEMBL248198.txt
1,-8.4,0.0,0.0,CHEMBL249282.txt
2,-8.3,3.613,8.655,CHEMBL249282.txt
3,-8.3,3.622,8.565,CHEMBL249282.txt
4,-8.2,2.7560000000000002,4.226,CHEMBL249282.txt
5,-8.1,4.1610000000000005,7.121,CHEMBL249282.txt
6,-8.1,3.117,8.727,CHEMBL249282.txt
7,-8.0,4.282,10.491,CHEMBL249282.txt
8,-8.0,4.17,6.917000000000001,CHEMBL249282.txt
9,-7.9,1.902,2.707,CHEMBL249282.txt
1,-8.3,0.0,0.0,CHEMBL249241.txt
2,-8.2,3.341,4.421,CHEMBL249241.txt
3,-8.2,3.697,4.631,CHEMBL249241.txt
4,-8.2,3.512,5.111000000000001,CHEMBL249241.txt
5,-8.1,3.613,4.812,CHEMBL249241.txt
6,-7.9,4.731,8.847999999999999,CHEMBL249241.txt
7,-7.9,1.77,2.405,CHEMBL249241.txt
8,-7.8,3.537,5.428999999999999,CHEMBL249241.txt
9,-7.7,3.005,4.522,CHEMBL249241.txt
1,-8.4,0.0,0.0,CHEMBL241231.txt
2,-8.3,2.095,3.275,CHEMBL241231.txt
3,-8.2,2.3369999999999997,3.576,CHEMBL241231.txt
4,-8.2,2.287,2.8489999999999998,CHEMBL241231.txt
5,-8.1,1.7530000000000001,2.395,CHEMBL241231.txt
6,-8.1,3.1319999999999997,5.372999999999999,CHEMBL241231.txt
7,-8.1,2.23,7.388999999999999,CHEMBL241231.txt
8,-8.0,3.1919999999999997,4.529,CHEMBL241231.txt
9,-8.0,4.524,9.363999999999999,CHEMBL241231.txt
1,-10.8,0.0,0.0,CHEMBL242738.txt
2,-10.8,1.92,2.951,CHEMBL242738.txt
3,-10.8,2.9360000000000004,4.771,CHEMBL242738.txt
4,-10.2,5.185,9.917,CHEMBL242738.txt
5,-10.1,5.165,9.88,CHEMBL242738.txt
6,-10.1,5.27,8.17,CHEMBL242738.txt
7,-10.1,4.127,7.518,CHEMBL242738.txt
8,-10.0,2.552,3.345,CHEMBL242738.txt
9,-9.8,3.972,5.646,CHEMBL242738.txt
1,-7.0,0.0,0.0,CHEMBL243817.txt
2,-6.9,1.827,3.6210000000000004,CHEMBL243817.txt
3,-6.9,1.837,3.417,CHEMBL243817.txt
4,-6.8,1.38,1.9609999999999999,CHEMBL243817.txt
5,-6.8,2.128,4.289,CHEMBL243817.txt
6,-6.7,14.432,16.467,CHEMBL243817.txt
7,-6.7,1.147,2.8689999999999998,CHEMBL243817.txt
8,-6.6,1.645,3.353,CHEMBL243817.txt
9,-6.6,0.988,1.74,CHEMBL243817.txt
1,-8.2,0.0,0.0,CHEMBL241966.txt
2,-8.1,2.383,4.176,CHEMBL241966.txt
3,-7.9,2.715,7.32,CHEMBL241966.txt
4,-7.8,17.078,19.522000000000002,CHEMBL241966.txt
5,-7.7,2.0380000000000003,2.528,CHEMBL241966.txt
6,-7.5,26.539,28.383000000000003,CHEMBL241966.txt
7,-7.2,2.903,4.462,CHEMBL241966.txt
8,-7.2,2.9130000000000003,7.289,CHEMBL241966.txt
9,-7.2,19.424,21.307,CHEMBL241966.txt
1,-8.5,0.0,0.0,CHEMBL248995.txt
2,-8.0,2.76,5.553999999999999,CHEMBL248995.txt
3,-8.0,3.153,6.154,CHEMBL248995.txt
4,-8.0,1.848,2.7489999999999997,CHEMBL248995.txt
5,-8.0,3.303,5.787000000000001,CHEMBL248995.txt
6,-8.0,3.9810000000000003,6.58,CHEMBL248995.txt
7,-7.8,4.329,7.066,CHEMBL248995.txt
8,-7.7,3.387,6.209,CHEMBL248995.txt
9,-7.4,3.114,4.762,CHEMBL248995.txt
1,-8.6,0.0,0.0,CHEMBL248002.txt
2,-8.3,3.5210000000000004,8.526,CHEMBL248002.txt
3,-8.3,3.34,10.058,CHEMBL248002.txt
4,-8.0,2.861,5.295,CHEMBL248002.txt
5,-8.0,3.534,9.869,CHEMBL248002.txt
6,-7.9,3.5210000000000004,9.493,CHEMBL248002.txt
7,-7.9,3.028,5.545,CHEMBL248002.txt
8,-7.9,2.826,5.926,CHEMBL248002.txt
9,-7.8,3.4360000000000004,10.216000000000001,CHEMBL248002.txt
1,-8.4,0.0,0.0,CHEMBL248214.txt
2,-8.3,3.975,4.731,CHEMBL248214.txt
3,-8.0,2.9960000000000004,3.657,CHEMBL248214.txt
4,-7.9,3.0,4.053999999999999,CHEMBL248214.txt
5,-7.9,25.87,28.983,CHEMBL248214.txt
6,-7.8,8.388,10.834000000000001,CHEMBL248214.txt
7,-7.8,3.89,9.423,CHEMBL248214.txt
8,-7.6,7.172999999999999,10.345,CHEMBL248214.txt
9,-7.5,26.147,29.134,CHEMBL248214.txt
1,-9.4,0.0,0.0,CHEMBL248200.txt
2,-8.8,2.984,5.385,CHEMBL248200.txt
3,-8.6,6.244,10.12,CHEMBL248200.txt
4,-8.5,27.008000000000003,29.21,CHEMBL248200.txt
5,-8.4,6.881,10.572000000000001,CHEMBL248200.txt
6,-8.4,0.924,1.248,CHEMBL248200.txt
7,-8.4,19.607,22.701999999999998,CHEMBL248200.txt
8,-8.3,2.186,2.5580000000000003,CHEMBL248200.txt
9,-8.3,2.391,3.2939999999999996,CHEMBL248200.txt
1,-9.1,0.0,0.0,CHEMBL249240.txt
2,-9.0,1.0190000000000001,1.633,CHEMBL249240.txt
3,-8.9,3.05,7.013999999999999,CHEMBL249240.txt
4,-8.6,1.818,2.4530000000000003,CHEMBL249240.txt
5,-8.5,1.399,1.8130000000000002,CHEMBL249240.txt
6,-8.4,3.7230000000000003,6.542999999999999,CHEMBL249240.txt
7,-8.4,2.944,7.656000000000001,CHEMBL249240.txt
8,-8.3,3.427,6.114,CHEMBL249240.txt
9,-8.2,2.345,4.988,CHEMBL249240.txt
1,-5.7,0.0,0.0,CHEMBL249283.txt
2,-5.4,2.752,3.858,CHEMBL249283.txt
3,-5.3,2.385,3.235,CHEMBL249283.txt
4,-5.3,2.238,3.55,CHEMBL249283.txt
5,-5.2,1.8530000000000002,3.322,CHEMBL249283.txt
6,-5.2,3.444,4.822,CHEMBL249283.txt
7,-5.2,2.545,3.4939999999999998,CHEMBL249283.txt
8,-5.1,1.567,2.291,CHEMBL249283.txt
9,-5.1,2.127,2.489,CHEMBL249283.txt
1,-6.5,0.0,0.0,CHEMBL241232.txt
2,-6.5,1.7590000000000001,2.832,CHEMBL241232.txt
3,-6.3,2.6919999999999997,4.189,CHEMBL241232.txt
4,-6.2,1.55,2.401,CHEMBL241232.txt
5,-6.2,1.7890000000000001,3.946,CHEMBL241232.txt
6,-6.2,2.421,3.975,CHEMBL241232.txt
7,-6.1,2.8760000000000003,4.627,CHEMBL241232.txt
8,-6.1,1.445,1.7590000000000001,CHEMBL241232.txt
9,-6.0,14.744000000000002,15.901,CHEMBL241232.txt
1,-8.9,0.0,0.0,CHEMBL248000.txt
2,-7.9,1.895,3.236,CHEMBL248000.txt
3,-7.9,6.024,10.758,CHEMBL248000.txt
4,-7.8,5.367000000000001,7.2620000000000005,CHEMBL248000.txt
5,-7.8,5.962000000000001,10.380999999999998,CHEMBL248000.txt
6,-7.8,5.449,7.897,CHEMBL248000.txt
7,-7.7,3.201,4.477,CHEMBL248000.txt
8,-7.7,4.641,8.583,CHEMBL248000.txt
9,-7.6,5.624,10.915999999999999,CHEMBL248000.txt
1,-7.5,0.0,0.0,CHEMBL241024.txt
2,-7.5,4.022,5.95,CHEMBL241024.txt
3,-7.4,2.449,4.353,CHEMBL241024.txt
4,-7.3,5.476,7.091,CHEMBL241024.txt
5,-7.3,3.969,7.093999999999999,CHEMBL241024.txt
6,-7.2,4.03,6.99,CHEMBL241024.txt
7,-7.1,4.177,5.914,CHEMBL241024.txt
8,-7.1,4.275,6.497000000000001,CHEMBL241024.txt
9,-7.1,1.849,2.943,CHEMBL241024.txt
1,-10.0,0.0,0.0,CHEMBL249323.txt
2,-9.7,1.7309999999999999,2.945,CHEMBL249323.txt
3,-9.5,3.1289999999999996,10.135,CHEMBL249323.txt
4,-9.2,2.005,2.742,CHEMBL249323.txt
5,-9.1,2.191,3.2960000000000003,CHEMBL249323.txt
6,-9.1,1.871,2.436,CHEMBL249323.txt
7,-9.0,2.501,9.474,CHEMBL249323.txt
8,-8.8,2.784,3.947,CHEMBL249323.txt
9,-8.7,3.327,10.625,CHEMBL249323.txt
1,-10.0,0.0,0.0,CHEMBL249337.txt
2,-9.8,3.625,10.418,CHEMBL249337.txt
3,-9.5,2.68,9.163,CHEMBL249337.txt
4,-9.5,2.995,9.67,CHEMBL249337.txt
5,-9.5,3.347,9.996,CHEMBL249337.txt
6,-9.4,2.9589999999999996,8.993,CHEMBL249337.txt
7,-9.3,2.75,8.908,CHEMBL249337.txt
8,-9.3,2.6830000000000003,8.801,CHEMBL249337.txt
9,-8.9,1.482,2.024,CHEMBL249337.txt
1,-8.6,0.0,0.0,CHEMBL248001.txt
2,-8.5,2.106,2.458,CHEMBL248001.txt
3,-8.5,2.633,9.032,CHEMBL248001.txt
4,-8.4,2.818,3.508,CHEMBL248001.txt
5,-8.3,2.7889999999999997,9.65,CHEMBL248001.txt
6,-8.3,3.1919999999999997,9.293,CHEMBL248001.txt
7,-8.3,3.383,10.722999999999999,CHEMBL248001.txt
8,-8.0,2.464,3.1839999999999997,CHEMBL248001.txt
9,-8.0,1.608,2.208,CHEMBL248001.txt
1,-8.0,0.0,0.0,CHEMBL241233.txt
2,-8.0,1.652,3.125,CHEMBL241233.txt
3,-7.8,1.6769999999999998,4.852,CHEMBL241233.txt
4,-7.6,2.924,5.399,CHEMBL241233.txt
5,-7.6,1.825,4.837,CHEMBL241233.txt
6,-7.6,2.2969999999999997,2.826,CHEMBL241233.txt
7,-7.4,2.0909999999999997,4.915,CHEMBL241233.txt
8,-7.4,1.761,2.841,CHEMBL241233.txt
9,-7.4,1.693,2.674,CHEMBL241233.txt
1,-10.6,0.0,0.0,CHEMBL249595.txt
2,-10.5,2.9219999999999997,10.13,CHEMBL249595.txt
3,-10.4,2.8960000000000004,10.329,CHEMBL249595.txt
4,-10.1,4.372,6.445,CHEMBL249595.txt
5,-10.0,3.237,10.485999999999999,CHEMBL249595.txt
6,-9.9,4.394,6.615,CHEMBL249595.txt
7,-9.9,3.115,4.279,CHEMBL249595.txt
8,-9.8,3.156,10.04,CHEMBL249595.txt
9,-9.7,4.519,7.05,CHEMBL249595.txt
1,-9.5,0.0,0.0,CHEMBL247590.txt
2,-9.0,1.676,4.998,CHEMBL247590.txt
3,-8.9,3.9210000000000003,7.263,CHEMBL247590.txt
4,-8.8,3.1310000000000002,3.952,CHEMBL247590.txt
5,-8.8,2.9160000000000004,3.71,CHEMBL247590.txt
6,-8.5,1.656,1.84,CHEMBL247590.txt
7,-8.5,3.714,7.5520000000000005,CHEMBL247590.txt
8,-8.5,3.51,5.246,CHEMBL247590.txt
9,-8.5,3.387,4.623,CHEMBL247590.txt
1,-12.5,0.0,0.0,CHEMBL246842.txt
2,-12.2,0.8590000000000001,1.01,CHEMBL246842.txt
3,-11.7,1.2209999999999999,1.577,CHEMBL246842.txt
4,-11.5,2.088,2.8169999999999997,CHEMBL246842.txt
5,-11.5,1.192,1.943,CHEMBL246842.txt
6,-10.9,5.098,7.718999999999999,CHEMBL246842.txt
7,-10.9,1.527,1.7730000000000001,CHEMBL246842.txt
8,-10.8,2.6919999999999997,3.052,CHEMBL246842.txt
9,-10.4,2.7969999999999997,3.5069999999999997,CHEMBL246842.txt
1,-8.7,0.0,0.0,CHEMBL249224.txt
2,-8.4,3.35,5.4879999999999995,CHEMBL249224.txt
3,-8.3,2.0469999999999997,2.972,CHEMBL249224.txt
4,-8.2,2.628,4.7,CHEMBL249224.txt
5,-8.1,1.146,1.663,CHEMBL249224.txt
6,-8.0,2.545,4.643,CHEMBL249224.txt
7,-8.0,2.783,3.967,CHEMBL249224.txt
8,-7.9,3.346,5.125,CHEMBL249224.txt
9,-7.9,2.722,4.756,CHEMBL249224.txt
1,-7.7,0.0,0.0,CHEMBL243721.txt
2,-7.7,0.006,1.138,CHEMBL243721.txt
3,-7.6,1.034,3.748,CHEMBL243721.txt
4,-7.6,1.028,3.909,CHEMBL243721.txt
5,-7.3,1.276,2.314,CHEMBL243721.txt
6,-7.2,1.077,1.195,CHEMBL243721.txt
7,-7.2,1.2309999999999999,3.867,CHEMBL243721.txt
8,-7.2,1.306,4.141,CHEMBL243721.txt
9,-7.0,1.207,3.7239999999999998,CHEMBL243721.txt
1,-11.0,0.0,0.0,CHEMBL2420911.txt
2,-10.9,1.7469999999999999,4.405,CHEMBL2420911.txt
3,-10.8,1.818,2.9960000000000004,CHEMBL2420911.txt
4,-10.6,2.001,6.91,CHEMBL2420911.txt
5,-10.2,1.7069999999999999,5.767,CHEMBL2420911.txt
6,-10.0,1.788,6.502000000000001,CHEMBL2420911.txt
7,-10.0,3.2119999999999997,7.399,CHEMBL2420911.txt
8,-9.8,1.9409999999999998,5.707999999999999,CHEMBL2420911.txt
9,-9.6,2.311,4.83,CHEMBL2420911.txt
1,-4.8,0.0,0.0,CHEMBL2430323.txt
2,-4.8,2.826,3.6460000000000004,CHEMBL2430323.txt
3,-4.7,2.4859999999999998,3.6889999999999996,CHEMBL2430323.txt
4,-4.7,3.1260000000000003,3.823,CHEMBL2430323.txt
5,-4.6,1.4709999999999999,2.293,CHEMBL2430323.txt
6,-4.6,3.795,4.854,CHEMBL2430323.txt
7,-4.6,2.487,3.227,CHEMBL2430323.txt
8,-4.5,2.319,2.8169999999999997,CHEMBL2430323.txt
9,-4.5,3.327,4.768,CHEMBL2430323.txt
1,-9.0,0.0,0.0,CHEMBL247396.txt
2,-8.9,0.11800000000000001,1.5919999999999999,CHEMBL247396.txt
3,-8.7,2.444,5.421,CHEMBL247396.txt
4,-8.5,2.6710000000000003,3.636,CHEMBL247396.txt
5,-8.4,2.639,3.8360000000000003,CHEMBL247396.txt
6,-8.4,2.582,4.16,CHEMBL247396.txt
7,-8.3,2.208,3.1189999999999998,CHEMBL247396.txt
8,-8.2,2.201,2.7510000000000003,CHEMBL247396.txt
9,-8.2,3.181,4.603,CHEMBL247396.txt
1,-8.8,0.0,0.0,CHEMBL247427.txt
2,-8.7,1.126,1.23,CHEMBL247427.txt
3,-8.6,1.9340000000000002,2.3480000000000003,CHEMBL247427.txt
4,-8.6,2.695,3.625,CHEMBL247427.txt
5,-8.6,2.403,5.499,CHEMBL247427.txt
6,-8.4,2.9130000000000003,4.152,CHEMBL247427.txt
7,-8.3,7.0120000000000005,10.485999999999999,CHEMBL247427.txt
8,-8.3,3.2319999999999998,4.45,CHEMBL247427.txt
9,-8.3,2.523,3.685,CHEMBL247427.txt
1,-9.0,0.0,0.0,CHEMBL247426.txt
2,-8.9,5.985,10.447000000000001,CHEMBL247426.txt
3,-8.7,2.222,4.984,CHEMBL247426.txt
4,-8.3,3.9960000000000004,7.156000000000001,CHEMBL247426.txt
5,-8.3,3.468,5.275,CHEMBL247426.txt
6,-8.1,3.4989999999999997,8.464,CHEMBL247426.txt
7,-8.1,2.562,5.135,CHEMBL247426.txt
8,-8.1,4.271,6.865,CHEMBL247426.txt
9,-8.1,4.256,7.672999999999999,CHEMBL247426.txt
1,-9.8,0.0,0.0,CHEMBL245796.txt
2,-9.2,3.904,4.545,CHEMBL245796.txt
3,-9.2,1.767,2.113,CHEMBL245796.txt
4,-9.1,3.56,4.16,CHEMBL245796.txt
5,-9.0,2.084,2.7319999999999998,CHEMBL245796.txt
6,-8.7,5.652,8.987,CHEMBL245796.txt
7,-8.6,5.178,6.621,CHEMBL245796.txt
8,-8.6,4.544,6.006,CHEMBL245796.txt
9,-8.6,2.781,4.144,CHEMBL245796.txt
1,-6.8,0.0,0.0,CHEMBL241447.txt
2,-6.8,20.293,23.06,CHEMBL241447.txt
3,-6.7,35.363,37.827,CHEMBL241447.txt
4,-6.7,13.157,15.495,CHEMBL241447.txt
5,-6.6,35.685,37.594,CHEMBL241447.txt
6,-6.6,22.616,25.464000000000002,CHEMBL241447.txt
7,-6.6,36.149,38.96,CHEMBL241447.txt
8,-6.6,22.326,24.943,CHEMBL241447.txt
9,-6.6,21.928,24.81,CHEMBL241447.txt
1,-8.3,0.0,0.0,CHEMBL249972.txt
2,-8.1,2.633,6.269,CHEMBL249972.txt
3,-7.8,1.147,1.3119999999999998,CHEMBL249972.txt
4,-7.8,1.6380000000000001,1.879,CHEMBL249972.txt
5,-7.8,2.331,5.832999999999999,CHEMBL249972.txt
6,-7.8,2.907,6.256,CHEMBL249972.txt
7,-7.7,2.487,5.332999999999999,CHEMBL249972.txt
8,-7.7,3.03,5.818,CHEMBL249972.txt
9,-7.6,2.0869999999999997,2.9139999999999997,CHEMBL249972.txt
1,-8.8,0.0,0.0,CHEMBL249796.txt
2,-8.7,0.982,1.262,CHEMBL249796.txt
3,-8.4,2.988,4.125,CHEMBL249796.txt
4,-8.3,2.059,3.0210000000000004,CHEMBL249796.txt
5,-8.3,2.7310000000000003,3.577,CHEMBL249796.txt
6,-8.2,2.293,4.026,CHEMBL249796.txt
